Book Title,Authors,Chapter Title,Date of Highlight,Book URL,Chapter URL,Highlight URL,Highlight,Personal Note
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48078330/,"interface Company {
    val name: String
}

data class CompanyImpl(override val name: String) : Company

data class Person(
    val name: String,
    @DeserializeInterface(CompanyImpl::class) val company: Company
)",
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48078067/,"data class Person(
    @JsonName(""alias"") val firstName: String,
    @JsonExclude val age: Int? = null
)",
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48078065/,"The @JsonExclude annotation is used to mark a property that should be excluded from serialization and deserialization.
            
         
         
         The @JsonName annotation lets you specify that the key in the key/value pair representing the property should be the given string, not
            the name of the property.",
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48077945/,"const val TEST_TIMEOUT = 100L

@Test(timeout = TEST_TIMEOUT) fun testMethod() { ... }",
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48077943/,"To use a property
         as an annotation argument, you need to mark it with a const modifier",
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48077844/,An annotation allows you to associate additional metadata with a declaration,
Kotlin in Action,Dmitry Jemerov...,Chapter 10. Annotations and reflection,2020-07-09,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_021.html,https://learning.oreilly.com/a/kotlin-in-action/48077821/,"You
         can use annotations to assign library-specific semantics to those classes; and reflection allows you to analyze the structure
         of the classes at runtime.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48019504/,"the special star-projection syntax you can use to indicate that you have no information about a generic argument. For example, a list of elements of an unknown type is expressed using that syntax as List<*>.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48019334/,"You can specify a variance modifier on any usage of a type parameter in a type declaration: for a parameter type (as in listing 9.16), local variable type, function return type, and so on. What happens here is called type projection: we say that source isn’t a regular MutableList, but a projected (restricted) one. You can only call methods that return the generic type parameter or, strictly speaking, use it in the out position only.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48016660/,The out keyword on a type parameter of the class requires that all methods using T have T only in out positions and not in in positions,
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48016504/,"In Kotlin, to declare the class to be covariant on a certain type parameter, you put the out keyword before the name of the type parameter:","interface Producer<out T> {
fun produce(): T
}"
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48016266/,"The term supertype is the opposite of subtype. If A is a subtype of B, then B is a supertype of A.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48016261/,A type B is a subtype of a type A if you can use the value of the type B whenever a value of the type A is required.,
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48016131/,"The concept of variance describes how types with the same base type and different type arguments relate to each other: for example, List<String> and List<Any>.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48015851/,"Type parameters of inline
         functions can be reified, which means you can refer to actual type arguments at runtime.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48015737/,"In the previous example, you check whether a value is a List, and you don’t get any information about its element type.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48015732/,"As we stated earlier, Kotlin doesn’t let you use a generic type without specifying type arguments. Thus you may wonder how
         to check that the value is a list, rather than a set or another object. You can do that by using the special star projection syntax:
      
      
      if (value is List<*>) { ... }",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48015635/,"As you probably know, generics on the JVM are normally implemented through type erasure, meaning the type arguments of an instance of a generic class aren’t preserved at runtime.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/48015528/,"If you want to guarantee that a non-null type will always be substituted for a type parameter, you can achieve this by specifying a constraint. If you don’t have
         any restrictions other than nullability, you can use Any as the upper bound, replacing the default Any?",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/47964994/,"To specify a constraint, you put a colon after the type parameter name, followed by the type that’s the upper bound for the
         type parameter; see figure 9.2. In Java, you use the keyword extends to express the same concept: <T extends Number> T sum(List<T> list).",fun <T: number> List<T>.sum(): T
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/47964986/,"Type parameter constraints let you restrict the types that can be used as type arguments for a class or function. For example, consider a function that
         calculates the sum of elements in a list. It can be used on a List<Int> or a List<Double>, but not, for example, a List<String>.",
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/47964839/,the lambda parameter has a generic type T,
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/47964416/,The function’s type parameter T is used in the receiver type and in the return type; both of them are List<T>,Use of generics
Kotlin in Action,Dmitry Jemerov...,Chapter 9. Generics,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_020.html,https://learning.oreilly.com/a/kotlin-in-action/47964399/,"If you’re going to write a function that works with a list, and you want it to work with any list (a generic one), not a list
         of elements of a specific type, you need to write a generic function. A generic function has type parameters of its own. These type parameters must be replaced with the specific type arguments
         on each function invocation.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961618/,"The rule is simple: return returns from the closest function declared using the fun keyword. Lambda expressions don’t use the fun keyword, so a return in a lambda returns from the outer function.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961600/,people.filter(fun (person) = person.age < 30),
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961593/,"people.filter(fun (person): Boolean {
    return person.age < 30
})
      
      Anonymous functions follow the same rules as regular functions for specifying the return type. Anonymous functions with a
         block body, such as the one in listing 8.23, require the return type to be specified explicitly. If you use an expression body, you can omit the return type.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961429/,"Alternatively, the name of the function that takes this lambda as an argument can be used as a label",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961418/,"To label a lambda expression, put the label name (which can be any identifier), followed by the @ character, before the opening curly brace of the lambda. To return from a lambda, put the @ character followed by the label name after the return keyword.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961413/,"You can write a local return from a lambda expression as well. A local return in a lambda is similar to a break expression in a for loop. It stops the execution of the lambda and continues execution of the code from which the lambda was invoked. To distinguish a local return from a non-local
         one, you use labels.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961306/,"If you use the return keyword in a lambda, it returns from the function in which you called the lambda, not just from the lambda itself. Such a return statement is called a non-local return, because it returns from a larger block than the block containing the return statement.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961201/,"The use function is an extension function called on a closable resource; it receives a lambda as an argument. The function calls
         the lambda and ensures that the resource is closed, regardless of whether the lambda completes normally or throws an exception.
         Of course, the use function is inlined, so its use doesn’t incur any performance overhead.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961155/,"The Kotlin standard library defines another function called withLock, which has a more idiomatic API for the same task: it’s an extension function on the Lock interface",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961081/,"Using the inline keyword is likely to improve performance only with functions that take lambdas as arguments; all other cases require additional
         measuring and investigation.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961071/,"If the number of elements to process is large, and the overhead of an intermediate collection becomes a concern, you can use
         a sequence instead, by adding an as-Sequence call to the chain. But as you saw in the previous section, lambdas used to process a sequence aren’t inlined. Each intermediate
         sequence is represented as an object storing a lambda in its field, and the terminal operation causes a chain of calls through
         each intermediate sequence to be performed. Therefore, even though operations on sequences are lazy, you shouldn’t strive
         to insert an asSequence call into every chain of collection operations in your code. This helps only for large collections; smaller ones can be processed
         n...",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47961067/,"println(people.filter { it.age > 30 }
...               .map(Person::name))
[Bob]
      
      This example uses a lambda expression and a member reference. Once again, both filter and map are declared as inline, so their bodies are inlined, and no extra classes or objects are created. But the code creates an intermediate collection
         to store the result of filtering the list. The code generated from the filter function adds elements to that collection, and the code generated from map reads from it.",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47960918/,"f you have a function that expects two or more lambdas as arguments, you may choose to inline only some of them. This makes
         sense when one of the lambdas is expected to contain a lot of code or is used in a way that doesn’t allow inlining. You can
         mark the parameters that accept such non-inlineable lambdas with the noinline modifier:
      
      
      inline fun foo(inlined: () -> Unit, noinline notInlined: () -> Unit) {
  // ...
}",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47960769/,"When you declare a function as inline, its body is inlined—in other words, it’s substituted directly into places where the function is called instead of being
         invoked normally",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47960687/,"If you mark a function with
         the inline modifier, the compiler won’t generate a function call when this function is used and instead will replace every call to the
         function with the actual code implementing the function",
Kotlin in Action,Dmitry Jemerov...,Chapter 8. Higher-order functions: lambdas as parameters and return values,2020-07-08,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_019.html,https://learning.oreilly.com/a/kotlin-in-action/47958204/,a higher-order function is a function that takes another function as an argument or returns one,
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914949/,"class Person(
    val name: String, age: Int, salary: Int
) : PropertyChangeAware() {

    var age: Int by ObservableProperty(age, changeSupport)
    var salary: Int by ObservableProperty(salary, changeSupport)
}
      
      Through the by keyword, the Kotlin compiler does automatically what you did manually in the previous version of the code. Compare this code
         to the previous version of the Person class: the generated code when you use delegated properties is very similar. The object to the right of by is called the delegate. Kotlin automatically stores the delegate in a hidden property and calls getValue and setValue on the delegate when you access or modify the main property.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914798/,"class Person(val name: String) {
    val emails by lazy { loadEmails(this) }
}
      
      The lazy function returns an object that has a method called getValue with the proper signature, so you can use it together with the by keyword to create a delegated property. The argument of lazy is a lambda that it calls to initialize the value. The lazy function is thread-safe by default; and if you need to, you can specify additional options to tell it which lock to use or
         to bypass the synchronization entirely if the class is never used in a multithreaded environment.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914571/,"delegated properties. This feature lets you easily implement properties that work in a more complex way than storing values in backing fields,
         without duplicating the logic in each accessor",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914561/,"The foundation for this feature is delegation: a design pattern where an object, instead of performing a task, delegates that task to another helper object. The helper
         object is called a delegate.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914418/,"A simpler way to return multiple values from a function is to use the Pair and Triple classes from the standard library. It’s less expressive, because those classes don’t make it clear what’s contained in the
         returned object, but it requires less code because you don’t need to define your own class.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914409/,One of the main use cases where destructuring declarations are helpful is returning multiple values from a function,
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47914343/,"Now that you’re familiar with the principle of conventions,
         we can look at the final feature: destructuring declarations. This feature allows you to unpack a single composite value and use it to initialize several separate variables.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913751/,The .. operator is a concise way to call the rangeTo function,
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913744/,"To create a range, you use the .. syntax: for instance, 1..10",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913698/,An open range is a range that doesn’t include its ending point.,
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913692/,"In the implementation of Rectangle.contains, you use the until standard library function to build an open range and then you use the in operator on a range to check that a point belongs to it.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913691/,"One other operator supported by collections is the in operator, which is used to check whether an object belongs to a collection. The corresponding function is called contains.",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913541/,"To get or set an element
         by index, you use the syntax a[b] (called the index operator). The in operator can be used to check whether an element is in a collection or range and also to iterate over a collection. You can
         add those operations for your own classes that act as collections",
Kotlin in Action,Dmitry Jemerov...,Chapter 7. Operator overloading and other conventions,2020-07-07,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/,https://learning.oreilly.com/library/view/kotlin-in-action/9781617293290/kindle_split_018.html,https://learning.oreilly.com/a/kotlin-in-action/47913266/,"All Java classes that implement the Comparable interface can be compared in Kotlin using the concise operator syntax:
      
      
      >>> println(""abc"" < ""bac"")
true
      
      You don’t need to add any extensions to make that work.",
