Book Title,Chapter Title,Date of Highlight,Book URL,Chapter URL,Annotation URL,Highlight,Personal Note
Monolith to Microservices,2. Planning a Migration,2021-11-17,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#e6aefeab-9ba5-4074-be8d-f0e194a23b60,"Based on the number of upstream or downstream dependencies, we can extrapolate a view regarding which functionality is likely to be easier—or harder—to extract",
Monolith to Microservices,2. Planning a Migration,2021-11-17,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#1273df7b-05b4-4101-a1aa-b4a21e8d2c19,"If it takes too long for people to see progress being made, they’ll lose faith in the vision. So go for some quick wins. Focusing initially on small, easy, low-hanging fruit will help build momentum. When it comes to microservice decomposition, functionality that can easily be extracted from our monolith should be high on your list.",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#8dd0b89d-8a2f-4144-86b9-5613e61b4a97,"Mapping Aggregates and Bounded Contexts to Microservices
Both the aggregate and the bounded context give us units of cohesion with well-defined interfaces with the wider system. The aggregate is a self-contained state machine that focuses on a single domain concept in our system, with the bounded context representing a collection of associated aggregates, again with an explicit interface to the wider world.",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#053c51d1-ceff-4591-ad40-b55dc4cfd541,"A bounded context typically represents a larger organizational boundary inside an organization. Within the scope of that boundary, explicit responsibilities need to be carried out.",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#864f647d-9ad8-4fd3-80f0-bb662e817db2,"Coupling speaks to how changing one thing requires a change in another; cohesion talks to how we group related code. These concepts are directly linked. Constantine’s law articulates this relationship well:

A structure is stable if cohesion is high, and coupling is low.
Larry Constantine",Identify coupling and cohesion goals
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#ca2ee9c1-e1db-4d4d-b841-3b937189ce95,incremental migration to a microservice architecture.,
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#84931b2c-46cd-4347-a418-aa12028a1303,"Don’t share databases, unless you really have to. And even then do everything you can to avoid it. In my opinion, it’s one of the worst things you can do if you’re trying to achieve independent deployability.",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#deaa99a6-5839-4c5e-9da8-45c0e8cb6087,"Our business domain becomes the primary force driving our system architecture, hopefully making it easier to make changes, and making it easier for us to organize our teams around our business domain",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#10c6fff5-5772-4205-8bf4-8acc97d92834,"To guarantee independent deployability, we need to ensure our services are loosely coupled",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#3dd25439-78b2-436f-97ae-e8ec136bbd0f,"Independent deployability is the idea that we can make a change to a microservice and deploy it into a production environment without having to utilize any other services. More importantly, it’s not just that we can do this; it’s that this is actually how you manage deployments in your system",
Monolith to Microservices,1. Just Enough Microservices,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html,https://learning.oreilly.com/library/view/-/9781492047834/ch01.html#5088fe15-d824-4473-9f16-c826932d816a,Microservices are independently deployable services modeled around a business domain.,
Monolith to Microservices,3. Splitting the Monolith,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch03.html,https://learning.oreilly.com/library/view/-/9781492047834/ch03.html#e56aef48-36a2-4ada-bcac-72e5b0157e3c,a variety of migration patterns and tips that can help you adopt a microservice architecture,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#0367f3b4-4f75-4cd2-8ab0-95c9b9551e25,"Figure 2-11. An example skills chart, showing those areas that I want to improve",Copy
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#9187ecd1-99f4-4264-a34b-2f2a996d020b,Figure 2-8. An example of the prioritization quadrant in use,Copy
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#85b4fe14-c2f5-4c87-8e74-e9a8b6b677d5,"When assessing likely difficulty of extraction, these relationships are a good way to start, but we have to understand that this domain model represents a logical view of an existing system. There is no guarantee that the underlying code structure of our monolith is structured in this way. This means that our logical model can help guide us in terms of pieces of functionality that are likely to be more (or less) coupled, but we may still need to look at the code itself to get a better assessment of the degree of entanglement of the current functionality.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#69eee1a2-8f55-41f2-8955-73744887d712,"It’s important to note that Event Storming doesn’t mean you have to then build an event-driven system. Instead, it focuses on understanding what (logical) events occur in the system—identifying the facts that you care about as a stakeholder of the system. These domain events can map to events fired as part of an event-driven system, but they could be represented in different ways.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#d77e7ef6-ec94-43d6-b56b-f4fee811da24,"Event Storming, created by Alberto Brandolini, is a collaborative exercise involving technical and nontechnical stakeholders who together define a shared domain model. Event Storming works from the bottom up. Participants start by defining the “Domain Events”—things that happen in the system. Then these events are grouped into aggregates, and the aggregates are then grouped into bounded contexts.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#65e87a4c-7ee4-4c27-b167-c0e5cc9d6489,"Each of these bounded contexts represents a potential unit of decomposition. As we discussed previously, bounded contexts make great starting points for defining microservice boundaries",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#66e21425-2f01-4b95-add2-c027f1dc3664,"When it comes to decomposing an existing monolithic system, we need to have some form of logical decomposition to work with, and this is where domain-driven design can come in handy.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#970606ac-edbe-4d5c-91e8-0e0ed803de38,"Cost of Change
There are many reasons why, throughout the book, I promote the need to make small, incremental changes, but one of the key drivers is to understand the impact of each alteration we make and change course if required. This allows us to better mitigate the cost of mistakes, but doesn’t remove the chance of mistakes entirely",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#13cf2987-0056-45c4-a14b-ddd1f076db81,"An incremental approach will help you learn about microservices as you go, and will also limit the impact of getting something wrong (and you will get things wrong!).",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#831abb03-abdb-4ef2-a1b1-b76472f890c7,The reason that program even got started was because of previous endeavors by what we would now call a community of practice (a “Grouplet” in Google nomenclature) to help share the importance of automated testing,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#459a344c-71af-4f6b-8eb2-1e156d2d8e3a,Figure 2-2. Kotter’s eight-step process for making organizational change,Copy
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#4aba557f-e751-40e2-bf4f-6e59770fb82a,"Prematurely decomposing a system into microservices can be costly, especially if you are new to the domain. In many ways, having an existing codebase you want to decompose into microservices is much easier than trying to go to microservices from the beginning.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#f90acb6e-1ba8-4b6e-85bc-963831a02e3a,Unclear Domain,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#d28217e5-c685-4553-af63-2d19283b9861,When Might Microservices Be a Bad Idea?,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#1389635b-73ea-40a9-b76a-04aef0ff5090,"By isolating the technology change in one service boundary, we can understand the benefits of the new technology in isolation, and limit the impact if the technology turns out to have issues.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#8747f9b6-382a-4e06-b7ca-4a2974c6b1bd,Embrace New Technology,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#fc5598ed-c693-431e-b857-a85b01c6065e,"With clearly identified boundaries, and an architecture that has focused around ensuring our microservices limit their coupling with each other, we come up with pieces of code that can be worked on independently. Therefore, we hope we can scale the number of developers by reducing the delivery contention.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#d96642e4-bf1d-4ee0-acb3-efbefb497566,Scale the Number of Developers,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#1d3cf64c-60f0-47b0-a5f6-2b77c5cd09ab,"Robustness is the ability to have a system that is able to react to expected variations. Resilience is having an organization capable of adapting to things that haven’t been thought of, which could well include creating a culture of experimentation through things like chaos engineering.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#1c22a833-1e12-4d78-a045-01e4347b67b6,"By breaking our application into individual, independently deployable processes, we open up a host of mechanisms to improve the robustness of our applications.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#b3ef510b-49a0-46a1-88e3-e7d21630d025,Improve Robustness,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#8b3a5418-a046-4b06-ac76-27ba83e25102,"Scale Cost-Effectively for Load
By breaking our processing into individual microservices, these processes can be scaled independently. This means we can also hopefully cost-effectively scale—we need to scale up only those parts of our processing that are currently constraining our ability to handle load. It also follows that we can then scale down those microservices that are under less load, perhaps even turning them off when not required.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#8ea759b8-e5fb-44d3-bc8d-3583a45012e1,"By being able to make and deploy changes to individual microservices, and deploy these changes without having to wait for coordinated releases, we have the potential to release functionality to our customers more quickly",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#51f53a52-102b-41cd-9b4e-02e8b13f9603,Reduce Time to Market,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#d5bbc8ec-c8fa-417b-834e-7f4b95c10d05,"If done right, team autonomy can empower people, help them step up and grow, and get the job done faster. When teams own microservices, and have full control over those services, they increase the amount of autonomy they can have within a larger organization.",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#e7a96f2f-e26e-4f3e-a8f7-dc8e3cc834a7,Improve Team Autonomy,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#ad066cc3-c540-41c1-a309-2e729470cc1c,Why Might You Choose Microservices?,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#e17d1025-7bc1-480d-8ba3-4e053a3384da,How will you know if the transition is working?,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#a05c328e-4d22-4eb7-aff2-bf4280930137,Have you considered alternatives to using microservices?,
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#a47aeb2d-53b1-4dc7-a592-5daba01bf676,"When working with an organization to help them understand if they should consider adopting a microservice architecture, I tend to ask the same set of questions:

What are you hoping to achieve?",
Monolith to Microservices,2. Planning a Migration,2021-10-04,https://learning.oreilly.com/library/view/-/9781492047834/,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html,https://learning.oreilly.com/library/view/-/9781492047834/ch02.html#fe2824bb-16ac-4672-a3d5-e592f98704cc,"Some work is already being done to this end in the form of things like “The State of DevOps Report”, but that looks at architecture only in passing.",
"Essential Algorithms, 2nd Edition",CHAPTER 12: Decision Trees,2021-08-24,https://learning.oreilly.com/library/view/-/9781119575993/,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml#2e664b20-ab46-49c5-ba48-91ce5c76e532,The following sections describe four heuristics for use with the partition problem.,
"Essential Algorithms, 2nd Edition",CHAPTER 12: Decision Trees,2021-08-24,https://learning.oreilly.com/library/view/-/9781119575993/,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml#85c01444-1e6f-4c09-9593-dcfeb4f38b3f,"You can make random path selection more effective if you pick a random path and then try to improve it. Start with a random path. Then randomly pick an item, and switch it from the group it is in to the other group. If that improves the partitioning, keep that change. If that change ",
"Essential Algorithms, 2nd Edition",CHAPTER 12: Decision Trees,2021-08-24,https://learning.oreilly.com/library/view/-/9781119575993/,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml#fb27e019-cf71-4769-8624-dda084600520,Hill Climbing,
"Essential Algorithms, 2nd Edition",CHAPTER 12: Decision Trees,2021-08-24,https://learning.oreilly.com/library/view/-/9781119575993/,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml,https://learning.oreilly.com/library/view/-/9781119575993/c12.xhtml#ca29334b-6e9e-4cf9-84e8-0b0e91dad678,One easy way to improve the hill-climbing algorithm is to sort the weights and then consider them in order of decreasing size. The idea is that the early stages of the algorithm place the heavier objects in groups and then the later stages use the smaller items to try to balance the groups.,
Beginning Functional JavaScript: Uncover the Concepts of Functional Programming with EcmaScript 8,"10. Pause, Resume, and Async with Generators",2021-06-02,https://learning.oreilly.com/library/view/-/9781484240878/,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_10_Chapter.html,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_10_Chapter.html#a5c6fda1-4304-45dd-9aa0-f2951487330c,"n simple terms, lazy evaluation means the code won't run until ",
Beginning Functional JavaScript: Uncover the Concepts of Functional Programming with EcmaScript 8,7. Composition and Pipelines,2021-06-02,https://learning.oreilly.com/library/view/-/9781484240878/,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_7_Chapter.html,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_7_Chapter.html#79087e44-1406-4a54-b9fb-969f038d60fd,This process of flowing the data from right to left is called pipelines or even sequences.,
Beginning Functional JavaScript: Uncover the Concepts of Functional Programming with EcmaScript 8,7. Composition and Pipelines,2021-06-02,https://learning.oreilly.com/library/view/-/9781484240878/,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_7_Chapter.html,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_7_Chapter.html#b0a7baf2-acbc-4f5e-8e21-d40db239bacd,"Expect the output of every program to become the input to another, as yet unknown, program.",
Beginning Functional JavaScript: Uncover the Concepts of Functional Programming with EcmaScript 8,6. Currying and Partial Application,2021-06-02,https://learning.oreilly.com/library/view/-/9781484240878/,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_6_Chapter.html,https://learning.oreilly.com/library/view/-/9781484240878/A429083_2_En_6_Chapter.html#2c452e77-4ad7-4fe3-b3fa-ec55b1eec727,"Functional programming is all about composing functions, namely composing several small functions to build a new function.",
Docker Deep Dive,5: The Docker Engine,2021-05-18,https://learning.oreilly.com/library/view/-/9781800565135/,https://learning.oreilly.com/library/view/-/9781800565135/chap07.xhtml,https://learning.oreilly.com/library/view/-/9781800565135/chap07.xhtml#40c0978c-fd4b-4314-a588-1cbf9d26e797,"Some of the responsibilities the shim performs as a container’s parent include:

Keeping any STDIN and STDOUT streams open so that when the daemon is restarted, the container doesn’t terminate due to pipes being closed etc.
Reports the container’s exit status back to the daemon.",
Docker Deep Dive,5: The Docker Engine,2021-05-18,https://learning.oreilly.com/library/view/-/9781800565135/,https://learning.oreilly.com/library/view/-/9781800565135/chap07.xhtml,https://learning.oreilly.com/library/view/-/9781800565135/chap07.xhtml#131fc0a9-b8b2-4b34-acae-c676c2ac5cca,"When you type commands like this into the Docker CLI, the Docker client converts them into the appropriate API payload and POSTs them to the API endpoint exposed by the Docker daemon.

The API is implemented in the daemon and can be exposed over a local socket or the network. On Linux the socket is /var/run/docker.sock and on Windows it’s \pipe\docker_engine.",
Docker Deep Dive,5: The Docker Engine,2021-05-18,https://learning.oreilly.com/library/view/-/9781800565135/,https://learning.oreilly.com/library/view/-/9781800565135/chap07.xhtml,https://learning.oreilly.com/library/view/-/9781800565135/chap07.xhtml#e7ecd58f-3c4a-4dc3-b045-ea2f15a99bdc,"At the time of writing, the major components that make up the Docker engine are; the Docker daemon, containerd, runc, and various plugins such as networking and storage.",
Docker Deep Dive,4: The big picture,2021-05-12,https://learning.oreilly.com/library/view/-/9781800565135/,https://learning.oreilly.com/library/view/-/9781800565135/chap05.xhtml,https://learning.oreilly.com/library/view/-/9781800565135/chap05.xhtml#4eb32150-8e23-4313-88d0-ed0ff4456677,You can attach your shell to the terminal of a running container with the docker container exec command.,
Docker Deep Dive,2: Docker,2021-05-12,https://learning.oreilly.com/library/view/-/9781800565135/,https://learning.oreilly.com/library/view/-/9781800565135/chap03.xhtml,https://learning.oreilly.com/library/view/-/9781800565135/chap03.xhtml#e4382d3b-cdf5-44c4-b585-f452c7849bcb,"Docker also has native support for managing clusters of nodes running Docker. These clusters are called swarms and the native technology is called Docker Swarm. Docker Swarm is easy-to-use and many companies are using it in real-world production. However, most people are choosing to use Kubernetes instead of Docker Swarm.",
Docker Deep Dive,2: Docker,2021-05-12,https://learning.oreilly.com/library/view/-/9781800565135/,https://learning.oreilly.com/library/view/-/9781800565135/chap03.xhtml,https://learning.oreilly.com/library/view/-/9781800565135/chap03.xhtml#ddf3fbc2-2f67-4fd9-a2f2-f944aad620f9,"The Docker daemon (dockerd) sits above containerd and performs higher-level tasks such as; exposing the Docker remote API, managing images, managing volumes, managing networks, and more…",
